order_id,date,region,product,sales_rep,units,unit_price,customer_rating,revenue
1386,2024-04-06,North,Widget B,Carol,44,60.54,4.0,2663.76
1387,2024-04-06,South,Widget B,Carol,49,38.36,3.0,1879.64
1388,2024-04-06,South,Tool Z,Bob,40,34.17,3.0,1366.8
1389,2024-04-07,North,Widget B,Eve,11,174.29,,1917.19
1390,2024-04-07,South,Gadget Y,David,3,56.26,4.0,168.78
1391,2024-04-07,North,Widget B,David,6,133.83,5.0,802.98
1392,2024-04-07,Central,Tool Z,Carol,9,164.03,5.0,1476.27
1393,2024-04-08,Central,Widget B,Frank,6,126.68,,760.08
1394,2024-04-08,North,Gadget Y,Frank,9,173.32,2.0,1559.88
1395,2024-04-08,Central,Widget A,ALICE,39,84.55,3.0,3297.45
1396,2024-04-08,Central,Tool Z,David,31,191.68,,5942.08
1397,2024-04-09,Central,Widget A,Carol,32,35.3,,1129.6
1398,2024-04-09,East,Widget A,Eve,41,29.41,3.0,1205.81
1399,2024-04-09,West,Widget A,David,12,135.15,3.0,1621.8
1400,2024-04-09,South,Gadget X,Carol,8,189.14,4.0,1513.12
1401,2024-04-10,East,Gadget X,Carol,8,163.69,,1309.52
1402,2024-04-10,Central,Widget A,Alice,28,24.52,3.0,686.56
1403,2024-04-10,North,Tool Z,ALICE,20,63.08,4.0,1261.6
1404,2024-04-10,Central,Gadget Y,Alice,47,186.76,,8777.72
1405,2024-04-11,West,Gadget Y,Bob,7,58.08,1.0,406.56
1406,2024-04-11,Central,Widget B,Alice,11,158.42,1.0,1742.62
1407,2024-04-11,North,Tool Z,Grace,20,166.78,5.0,3335.6
1408,2024-04-11,West,Gadget X,Alice,16,104.14,,1666.24
1409,2024-04-12,Central,Widget A,Grace,4,83.41,3.0,333.64
1410,2024-04-12,West,Widget B,David,6,95.52,4.0,573.12
1411,2024-04-12,South,Gadget Y,Frank,22,53.12,4.0,1168.64
1412,2024-04-12,South,Gadget X,Henry,26,178.98,4.0,4653.48
1413,2024-04-13,north ,Gadget X,Henry,3,95.62,5.0,286.86
1414,2024-04-13,West,Widget A,Carol,41,177.67,4.0,7284.47
1415,2024-04-13,North,Gadget Y,Henry,42,30.08,4.0,1263.36
1416,2024-04-13,Central,Tool Z,Grace,14,197.77,4.0,2768.78
1417,2024-04-14,South,Gadget X,Eve,11,94.22,4.0,1036.42
1418,2024-04-14,South,Widget A,Alice,18,19.09,4.0,343.62
1419,2024-04-14,Central,Tool Z,Grace,12,17.22,5.0,206.64
1420,2024-04-14,West,Gadget Y,Eve,23,151.78,1.0,3490.94
1421,2024-04-15,South,Gadget X,Frank,12,135.22,5.0,1622.64
1422,2024-04-15,West,Tool Z,Henry,13,162.4,5.0,2111.2
1423,2024-04-15,South,Tool Z,Frank,25,30.02,3.0,750.5
1424,2024-04-15,South,Tool Z,Henry,45,16.76,4.0,754.2
1425,2024-04-16,north ,Gadget X,Alice,19,106.63,4.0,2025.97
1426,2024-04-16,South,Gadget X,Bob,46,83.64,3.0,3847.44
1427,2024-04-16,North,Widget B,Alice,36,97.77,4.0,3519.72
1428,2024-04-16,Central,Gadget Y,David,45,198.4,1.0,8928.0
1429,2024-04-17,Central,Widget A,Grace,8,194.44,3.0,1555.52
1430,2024-04-17,West,Tool Z,Carol,29,189.04,5.0,5482.16
1431,2024-04-17,South,Widget B,Bob,32,158.93,3.0,5085.76
1432,2024-04-17,North,Widget A,Alice,44,77.42,5.0,3406.48
1433,2024-04-18,West,Widget B,Eve,18,88.3,4.0,1589.4
1434,2024-04-18,East,Gadget X,Bob,6,114.43,5.0,686.58
1435,2024-04-18,West,Tool Z,ALICE,18,167.8,4.0,3020.4
1436,2024-04-18,West,Widget A,Henry,19,23.06,1.0,438.14
1437,2024-04-19,South,Widget A,Bob,22,90.62,5.0,1993.64
1438,2024-04-19,East,Widget A,Henry,37,25.7,1.0,950.9
1439,2024-04-19,West,Widget A,Grace,32,107.78,4.0,3448.96
1440,2024-04-19,North,Widget A,Alice,41,180.79,,7412.39
1441,2024-04-20,North,Widget B,Grace,3,158.67,3.0,476.01
1442,2024-04-20,Central,Tool Z,Bob,28,53.29,4.0,1492.12
1443,2024-04-20,East,Gadget X,Eve,10,195.44,5.0,1954.4
1444,2024-04-20,East,Gadget X,Frank,35,136.8,5.0,4788.0
1445,2024-04-21,Central,Gadget X,Bob,29,11.98,5.0,347.42
1446,2024-04-21,West,Gadget X,Grace,15,58.53,3.0,877.95
1447,2024-04-21,East,Widget B,Frank,33,59.54,5.0,1964.82
1448,2024-04-21,North,Gadget Y,Grace,7,23.16,,162.12
1449,2024-04-22,North,Tool Z,Eve,12,192.37,5.0,2308.44
1450,2024-04-22,South,Widget A,Grace,49,100.87,,4942.63
1451,2024-04-22,East,Gadget Y,Alice,30,180.2,5.0,5406.0
1452,2024-04-22,West,Gadget X,Carol,21,71.22,5.0,1495.62
1453,2024-04-23,Central,Gadget Y,Henry,31,33.79,1.0,1047.49
1454,2024-04-23,Central,Tool Z,Henry,24,100.12,5.0,2402.88
1455,2024-04-23,West,Widget A,Bob,20,31.65,5.0,633.0
1456,2024-04-23,South,Widget A,Carol,37,102.34,1.0,3786.58
1457,2024-04-24,Central,Tool Z,Grace,4,184.86,5.0,739.44
1458,2024-04-24,East,Tool Z,Eve,28,108.95,3.0,3050.6
1459,2024-04-24,South,Gadget X,Bob,44,127.13,5.0,5593.72
1460,2024-04-24,East,Widget A,Grace,20,39.76,5.0,795.2
1461,2024-04-25,North,Gadget Y,Frank,24,18.31,5.0,439.44
1462,2024-04-25,South,Widget B,David,49,31.05,2.0,1521.45
1463,2024-04-25,Central,Widget B,Grace,32,123.72,4.0,3959.04
1464,2024-04-25,South,Tool Z,Carol,41,28.05,4.0,1150.05
1465,2024-04-26,South,Gadget X,Bob,36,81.44,,2931.84
1466,2024-04-26,South,Widget B,Carol,34,114.52,4.0,3893.68
1467,2024-04-26,South,Widget A,Bob,36,83.84,,3018.24
1468,2024-04-26,north ,Tool Z,Grace,2,41.1,5.0,82.2
1469,2024-04-27,North,Gadget Y,Alice,15,62.02,4.0,930.3
1470,2024-04-27,West,Tool Z,Frank,34,186.38,5.0,6336.92
1471,2024-04-27,South,Gadget Y,Grace,36,138.44,5.0,4983.84
1472,2024-04-27,Central,Tool Z,Henry,6,104.25,5.0,625.5
1473,2024-04-28,South,Tool Z,Carol,39,12.42,4.0,484.38
1474,2024-04-28,north ,Tool Z,David,42,198.56,4.0,8339.52
1475,2024-04-28,East,Gadget Y,David,12,137.58,2.0,1650.96
1476,2024-04-28,Central,Gadget Y,Eve,3,70.22,2.0,210.66
1477,2024-04-29,West,Tool Z,Bob,45,177.06,3.0,7967.7
1478,2024-04-29,North,Widget B,Carol,18,59.1,3.0,1063.8
1479,2024-04-29,Central,Gadget X,Eve,40,113.36,5.0,4534.4
1480,2024-04-29,Central,Gadget X,Carol,21,130.85,5.0,2747.85
1481,2024-04-30,North,Gadget X,Henry,15,52.0,4.0,780.0
1482,2024-04-30,West,Gadget Y,ALICE,33,195.9,5.0,6464.7
1483,2024-04-30,South,Gadget Y,Grace,35,152.16,,5325.6
1484,2024-04-30,Central,Widget B,Grace,26,115.98,5.0,3015.48
1485,2024-05-01,North,Gadget X,David,8,44.31,5.0,354.48
1486,2024-05-01,East,Gadget X,Grace,36,20.23,4.0,728.28
1487,2024-05-01,North,Tool Z,Grace,48,70.81,4.0,3398.88
1488,2024-05-01,East,Gadget Y,Henry,30,153.11,2.0,4593.3
1489,2024-05-02,West,Gadget X,Alice,23,61.17,4.0,1406.91
1490,2024-05-02,north ,Widget B,ALICE,42,112.52,,4725.84
1491,2024-05-02,North,Widget B,Eve,44,148.31,5.0,6525.64
1492,2024-05-02,Central,Gadget X,Frank,14,30.51,3.0,427.14
1493,2024-05-03,West,Gadget Y,Alice,14,140.21,4.0,1962.94
1494,2024-05-03,North,Widget B,Eve,2,27.46,5.0,54.92
1495,2024-05-03,Central,Tool Z,Bob,37,193.37,2.0,7154.69
1496,2024-05-03,North,Widget B,ALICE,5,102.79,4.0,513.95
1497,2024-05-04,East,Widget A,Henry,38,38.63,5.0,1467.94
1498,2024-05-04,North,Widget A,Eve,45,75.05,4.0,3377.25
1499,2024-05-04,North,Gadget Y,Bob,41,88.55,2.0,3630.55
1500,2024-05-04,North,Gadget X,David,47,154.06,,7240.82
